time,flow
05:30,66
05:45,74
06:00,97
06:15,158
06:30,242
06:45,274
07:00,251
07:15,337
07:30,421
07:45,326
08:00,419
08:15,373
08:30,322
08:45,365
09:00,288
09:15,382
09:30,350
09:45,301
10:00,283
10:15,267
10:30,303
10:45,298
11:00,283
11:15,315
11:30,286
11:45,293
12:00,287
12:15,264
12:30,322
12:45,249
13:00,288
13:15,272
13:30,278
13:45,284
14:00,294
14:15,297
14:30,287
14:45,311
15:00,299
15:15,292
15:30,335
15:45,325
16:00,344
16:15,375
16:30,273
16:45,339
17:00,330
17:15,364
17:30,331
17:45,355
18:00,331
18:15,299
18:30,273
18:45,240
19:00,287
19:15,210
19:30,177
19:45,219
20:00,156
20:15,132
20:30,135
20:45,137
21:00,131
21:15,118
21:30,124
21:45,128
22:00,132
22:15,127
22:30,87
22:45,92
23:00,54
23:15,67
23:30,61
23:45,32
00:00,40
00:15,36
00:30,22
00:45,21
01:00,19
01:15,12
01:30,15
01:45,15
02:00,7
02:15,9
02:30,4
02:45,6
03:00,4
03:15,5
03:30,6
03:45,10
04:00,11
04:15,9
04:30,19
04:45,18
05:00,25
05:15,39
05:30,69
05:45,74
06:00,107
06:15,178
06:30,232
06:45,257
07:00,271
07:15,360
07:30,378
07:45,349
08:00,435
08:15,350
08:30,423
08:45,357
09:00,327
09:15,364
09:30,301
09:45,293
10:00,307
10:15,295
10:30,313
10:45,317
11:00,277
11:15,272
11:30,334
11:45,285
12:00,281
12:15,308
12:30,298
12:45,268
13:00,276
13:15,308
13:30,319
13:45,253
14:00,293
14:15,245
14:30,289
14:45,274
15:00,305
15:15,286
15:30,326
15:45,327
16:00,375
16:15,320
16:30,355
16:45,328
17:00,380
17:15,346
17:30,351
17:45,438
18:00,334
18:15,344
18:30,303
18:45,253
19:00,249
19:15,303
19:30,227
19:45,229
20:00,186
20:15,166
20:30,160
20:45,140
21:00,121
21:15,131
21:30,203
21:45,197
22:00,132
22:15,120
22:30,113
22:45,86
23:00,67
23:15,73
23:30,37
23:45,48
00:00,30
00:15,31
00:30,16
00:45,16
01:00,20
01:15,13
01:30,22
01:45,16
02:00,10
02:15,15
02:30,14
02:45,5
03:00,11
03:15,8
03:30,18
03:45,7
04:00,12
04:15,17
04:30,10
04:45,26
05:00,25
05:15,44
05:30,69
05:45,64
06:00,100
06:15,154
06:30,246
06:45,237
07:00,289
07:15,338
07:30,360
07:45,368
08:00,417
08:15,390
08:30,404
08:45,386
09:00,364
09:15,346
09:30,330
09:45,322
10:00,276
10:15,281
10:30,298
10:45,327
11:00,288
11:15,293
11:30,295
11:45,294
12:00,307
12:15,299
12:30,271
12:45,299
13:00,332
13:15,308
13:30,321
13:45,272
14:00,309
14:15,305
14:30,277
14:45,289
15:00,342
15:15,337
15:30,299
15:45,335
16:00,325
16:15,388
16:30,318
16:45,352
17:00,337
17:15,374
17:30,355
17:45,330
18:00,388
18:15,326
18:30,350
18:45,311
19:00,281
19:15,246
19:30,249
19:45,219
20:00,197
20:15,151
20:30,131
20:45,148
21:00,135
21:15,131
21:30,136
21:45,135
22:00,119
22:15,101
22:30,131
22:45,110
23:00,124
23:15,93
23:30,94
23:45,80
00:00,67
00:15,57
00:30,44
00:45,47
01:00,34
01:15,29
01:30,27
01:45,16
02:00,28
02:15,24
02:30,20
02:45,16
03:00,14
03:15,11
03:30,9
03:45,11
04:00,23
04:15,14
04:30,23
04:45,24
05:00,22
05:15,26
05:30,45
05:45,44
06:00,32
06:15,69
06:30,78
06:45,73
07:00,99
07:15,99
07:30,127
07:45,158
08:00,182
08:15,216
08:30,255
08:45,267
09:00,258
09:15,261
09:30,286
09:45,294
10:00,319
10:15,339
10:30,353
10:45,352
11:00,370
11:15,348
11:30,396
11:45,346
12:00,384
12:15,391
12:30,331
12:45,396
13:00,364
13:15,406
13:30,329
13:45,388
14:00,394
14:15,376
14:30,337
14:45,327
15:00,305
15:15,306
15:30,297
15:45,323
16:00,297
16:15,313
16:30,300
16:45,271
17:00,269
17:15,267
17:30,271
17:45,285
18:00,231
18:15,247
18:30,260
18:45,241
19:00,217
19:15,237
19:30,225
19:45,180
20:00,182
20:15,181
20:30,153
20:45,139
21:00,132
21:15,126
21:30,124
21:45,123
22:00,131
22:15,110
22:30,125
22:45,102
23:00,131
23:15,123
23:30,126
23:45,98
00:00,94
00:15,103
00:30,102
00:45,82
01:00,47
01:15,53
01:30,36
01:45,0
02:00,0
02:15,0
02:30,0
02:45,34
03:00,32
03:15,38
03:30,35
03:45,25
04:00,28
04:15,24
04:30,31
04:45,17
05:00,30
05:15,32
05:30,16
05:45,20
06:00,31
06:15,46
06:30,49
06:45,53
07:00,49
07:15,57
07:30,74
07:45,75
08:00,81
08:15,79
08:30,87
08:45,119
09:00,119
09:15,149
09:30,178
09:45,236
10:00,194
10:15,203
10:30,232
10:45,272
11:00,287
11:15,282
11:30,316
11:45,280
12:00,308
12:15,314
12:30,354
12:45,340
13:00,303
13:15,345
13:30,321
13:45,316
14:00,297
14:15,331
14:30,354
14:45,330
15:00,323
15:15,330
15:30,348
15:45,318
16:00,298
16:15,346
16:30,301
16:45,266
17:00,257
17:15,250
17:30,267
17:45,233
18:00,252
18:15,267
18:30,214
18:45,205
19:00,195
19:15,154
19:30,147
19:45,155
20:00,143
20:15,120
20:30,132
20:45,151
21:00,153
21:15,132
21:30,129
21:45,115
22:00,97
22:15,105
22:30,82
22:45,66
23:00,72
23:15,39
23:30,52
23:45,48
00:00,44
00:15,37
00:30,24
00:45,20
01:00,19
01:15,15
01:30,12
01:45,16
02:00,13
02:15,9
02:30,11
02:45,7
03:00,2
03:15,7
03:30,8
03:45,13
04:00,8
04:15,17
04:30,16
04:45,24
05:00,23
05:15,36
05:30,64
05:45,67
06:00,75
06:15,121
06:30,231
06:45,215
07:00,245
07:15,312
07:30,365
07:45,366
08:00,375
08:15,375
08:30,385
08:45,375
09:00,397
09:15,323
09:30,270
09:45,297
10:00,272
10:15,273
10:30,271
10:45,234
11:00,271
11:15,275
11:30,274
11:45,254
12:00,262
12:15,281
12:30,282
12:45,261
13:00,251
13:15,241
13:30,310
13:45,280
14:00,319
14:15,261
14:30,234
14:45,220
15:00,270
15:15,289
15:30,313
15:45,319
16:00,317
16:15,333
16:30,303
16:45,302
17:00,331
17:15,355
17:30,357
17:45,376
18:00,319
18:15,257
18:30,258
18:45,236
19:00,189
19:15,196
19:30,169
19:45,158
20:00,159
20:15,149
20:30,126
20:45,141
21:00,131
21:15,109
21:30,104
21:45,125
22:00,120
22:15,77
22:30,77
22:45,70
23:00,62
23:15,45
23:30,39
23:45,27
00:00,35
00:15,27
00:30,26
00:45,19
01:00,10
01:15,13
01:30,10
01:45,11
02:00,14
02:15,11
02:30,7
02:45,8
03:00,6
03:15,13
03:30,14
03:45,5
04:00,18
04:15,6
04:30,13
04:45,14
05:00,31
05:15,31
05:30,63
05:45,68
06:00,78
06:15,161
06:30,226
06:45,238
07:00,245
07:15,340
07:30,362
07:45,325
08:00,383
08:15,396
08:30,431
08:45,372
09:00,346
09:15,329
09:30,322
09:45,341
10:00,260
10:15,304
10:30,310
10:45,284
11:00,286
11:15,311
11:30,272
11:45,256
12:00,287
12:15,260
12:30,260
12:45,299
13:00,300
13:15,277
13:30,307
13:45,283
14:00,291
14:15,241
14:30,284
14:45,284
15:00,275
15:15,312
15:30,336
15:45,327
16:00,367
16:15,397
16:30,314
16:45,354
17:00,331
17:15,313
17:30,375
17:45,323
18:00,334
18:15,258
18:30,222
18:45,254
19:00,221
19:15,234
19:30,188
19:45,175
20:00,147
20:15,162
20:30,143
20:45,139
21:00,166
21:15,156
21:30,131
21:45,123
22:00,146
22:15,120
22:30,84
22:45,79
23:00,71
23:15,55
23:30,45
23:45,33
